,Protein,ENSG,UniProt,Source,Score,disease_id
3364,SLC14A1,ENSG00000141469,Q13336,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3365,TMEM97,ENSG00000109084,Q5BJF2,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3366,NEUROD6,ENSG00000164600,Q96NK8,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3367,NHLRC2,ENSG00000196865,Q8NBF2,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3368,NOS3,ENSG00000164867,P29474,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3369,IFNGR1,ENSG00000027697,P15260,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3370,BBS2,ENSG00000125124,Q9BXC9,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3371,CSNK2A1,ENSG00000101266,P68400,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3372,LMNB1,ENSG00000113368,P20700,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3373,HLA-A,ENSG00000206503,P04439,uniprot_swissprot,0.002751316695986113,MONDO_0005180
3374,UNC13C,ENSG00000137766,Q8NB66,uniprot_swissprot,0.002735384734135045,MONDO_0005180
3375,RFC5,ENSG00000111445,P40937,uniprot_swissprot,0.002641279344807857,MONDO_0005180
3376,LYZ,ENSG00000090382,P61626,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3377,SCD5,ENSG00000145284,Q86SK9,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3378,HJV,ENSG00000168509,Q6ZVN8,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3379,RCC1,ENSG00000180198,P18754,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3380,F2RL3,ENSG00000127533,Q96RI0,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3381,TMTC1,ENSG00000133687,Q8IUR5,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3382,GPR35,ENSG00000178623,Q9HC97,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3383,RNF13,ENSG00000082996,O43567,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3384,NBR1,ENSG00000188554,Q14596,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3385,CD247,ENSG00000198821,P20963,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3386,GDAP1,ENSG00000104381,Q8TB36,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3387,SEPTIN2,ENSG00000168385,Q15019,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3388,CLDN7,ENSG00000181885,O95471,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3389,DNAJC12,ENSG00000108176,Q9UKB3,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3390,FAIM,ENSG00000158234,Q9NVQ4,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3391,FA2H,ENSG00000103089,Q7L5A8,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3392,TCL1B,ENSG00000213231,O95988,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3393,LRP2,ENSG00000081479,P98164,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3394,CDKL5,ENSG00000008086,O76039,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3395,FKBP5,ENSG00000096060,Q13451,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3396,WNT2B,ENSG00000134245,Q93097,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3397,ALLC,ENSG00000151360,Q8N6M5,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3398,GSTM5,ENSG00000134201,P46439,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3399,CD2AP,ENSG00000198087,Q9Y5K6,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3400,KIF5C,ENSG00000168280,O60282,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3401,SV2B,ENSG00000185518,Q7L1I2,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3402,CLDN1,ENSG00000163347,O95832,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3403,SRXN1,ENSG00000271303,Q9BYN0,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3404,UPP1,ENSG00000183696,Q16831,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3405,C4B,ENSG00000224389,P0C0L5,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3406,PPP1R3A,ENSG00000154415,Q16821,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3407,CNBP,ENSG00000169714,P62633,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3408,GRM3,ENSG00000198822,Q14832,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3409,OCA2,ENSG00000104044,Q04671,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3410,SH3RF1,ENSG00000154447,Q7Z6J0,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3411,DAO,ENSG00000110887,P14920,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3412,C3orf62,ENSG00000188315,Q6ZUJ4,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3413,CD74,ENSG00000019582,P04233,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3414,PADI4,ENSG00000159339,Q9UM07,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3415,FGF9,ENSG00000102678,P31371,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3416,NDRG2,ENSG00000165795,Q9UN36,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3417,IL33,ENSG00000137033,O95760,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3418,MAS1L,ENSG00000204687,P35410,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3419,HSPB8,ENSG00000152137,Q9UJY1,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3420,GTPBP1,ENSG00000100226,O00178,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3421,GMFB,ENSG00000197045,P60983,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3422,SERPINA1,ENSG00000197249,P01009,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3423,NT5C2,ENSG00000076685,P49902,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3424,DMPK,ENSG00000104936,Q09013,uniprot_swissprot,0.0025870589827929123,MONDO_0005180
3425,SNAI1,ENSG00000124216,O95863,uniprot_swissprot,0.0024874402159529435,MONDO_0005180
3426,GPR183,ENSG00000169508,P32249,uniprot_swissprot,0.0024474202474606003,MONDO_0005180
3427,PCSK1,ENSG00000175426,P29120,uniprot_swissprot,0.0024263923854875528,MONDO_0005180
3428,LAMB3,ENSG00000196878,Q13751,uniprot_swissprot,0.0024059908658212404,MONDO_0005180
3429,PLPPR4,ENSG00000117600,Q7Z2D5,uniprot_swissprot,0.002393540025368312,MONDO_0005180
3430,PDP1,ENSG00000164951,Q9P0J1,uniprot_swissprot,0.002324379792857162,MONDO_0005180
3431,C15orf48,ENSG00000166920,Q9C002,uniprot_swissprot,0.002316724129328349,MONDO_0005180
3432,SMAD6,ENSG00000137834,O43541,uniprot_swissprot,0.002306227459145416,MONDO_0005180
3433,CST2,ENSG00000170369,P09228,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3434,UNC5D,ENSG00000156687,Q6UXZ4,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3435,GPR158,ENSG00000151025,Q5T848,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3436,KCNH2,ENSG00000055118,Q12809,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3437,CIAPIN1,ENSG00000005194,Q6FI81,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3438,TNFAIP8L2,ENSG00000163154,Q6P589,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3439,TAOK2,ENSG00000149930,Q9UL54,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3440,SLC38A2,ENSG00000134294,Q96QD8,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3441,SLC17A5,ENSG00000119899,Q9NRA2,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3442,SYNGR3,ENSG00000127561,O43761,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3443,TMEFF2,ENSG00000144339,Q9UIK5,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3444,HPD,ENSG00000158104,P32754,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3445,LY96,ENSG00000154589,Q9Y6Y9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3446,KIF11,ENSG00000138160,P52732,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3447,BARHL1,ENSG00000125492,Q9BZE3,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3448,RPS28,ENSG00000233927,P62857,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3449,RHO,ENSG00000163914,P08100,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3450,GGT5,ENSG00000099998,P36269,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3451,AIFM1,ENSG00000156709,O95831,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3452,PPIF,ENSG00000108179,P30405,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3453,KLK4,ENSG00000167749,Q9Y5K2,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3454,SOX10,ENSG00000100146,P56693,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3455,NCAN,ENSG00000130287,O14594,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3456,FCGR3A,ENSG00000203747,P08637,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3457,PPP2R2B,ENSG00000156475,Q00005,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3458,NACA,ENSG00000196531,E9PAV3,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3459,NACA,ENSG00000196531,Q13765,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3460,GPHN,ENSG00000171723,Q9NQX3,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3461,BLNK,ENSG00000095585,Q8WV28,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3462,USP1,ENSG00000162607,O94782,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3463,YAP1,ENSG00000137693,P46937,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3464,SRF,ENSG00000112658,P11831,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3465,SHBG,ENSG00000129214,P04278,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3466,ADAM15,ENSG00000143537,Q13444,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3467,SEC61G,ENSG00000132432,P60059,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3468,RIPK2,ENSG00000104312,O43353,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3469,APOC3,ENSG00000110245,P02656,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3470,SP8,ENSG00000164651,Q8IXZ3,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3471,FYCO1,ENSG00000163820,Q9BQS8,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3472,PPY,ENSG00000108849,P01298,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3473,TCHP,ENSG00000139437,Q9BT92,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3474,COL4A1,ENSG00000187498,P02462,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3475,MKI67,ENSG00000148773,P46013,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3476,GNAL,ENSG00000141404,P38405,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3477,CNTN2,ENSG00000184144,Q02246,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3478,BCAS1,ENSG00000064787,O75363,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3479,ITGAE,ENSG00000083457,P38570,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3480,PTPN23,ENSG00000076201,Q9H3S7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3481,SORD,ENSG00000140263,Q00796,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3482,NPY5R,ENSG00000164129,Q15761,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3483,BCL11A,ENSG00000119866,Q9H165,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3484,NPDC1,ENSG00000107281,Q9NQX5,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3485,SCGB2A1,ENSG00000124939,O75556,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3486,IGLON5,ENSG00000142549,A6NGN9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3487,HAND1,ENSG00000113196,O96004,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3488,CD300C,ENSG00000167850,Q08708,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3489,PNPLA6,ENSG00000032444,Q8IY17,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3490,PRKAR1B,ENSG00000188191,P31321,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3491,MGMT,ENSG00000170430,P16455,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3492,HLA-F,ENSG00000204642,P30511,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3493,NANOGP8,ENSG00000255192,Q6NSW7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3494,NOG,ENSG00000183691,Q13253,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3495,FN3K,ENSG00000167363,Q9H479,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3496,TBC1D20,ENSG00000125875,Q96BZ9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3497,PNLIP,ENSG00000175535,P16233,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3498,CD1C,ENSG00000158481,P29017,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3499,SYN1,ENSG00000008056,P17600,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3500,CORIN,ENSG00000145244,Q9Y5Q5,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3501,TMEM164,ENSG00000157600,Q5U3C3,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3502,DBNDD1,ENSG00000003249,Q9H9R9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3503,LRP6,ENSG00000070018,O75581,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3504,VAPA,ENSG00000101558,Q9P0L0,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3505,MDM4,ENSG00000198625,O15151,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3506,HM13,ENSG00000101294,Q8TCT9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3507,CHMP1A,ENSG00000131165,Q9HD42,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3508,LTA,ENSG00000226979,P01374,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3509,USP7,ENSG00000187555,Q93009,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3510,CHST3,ENSG00000122863,Q7LGC8,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3511,ATAD3A,ENSG00000197785,Q9NVI7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3512,P2RY2,ENSG00000175591,P41231,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3513,ATOH1,ENSG00000172238,Q92858,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3514,NDST3,ENSG00000164100,O95803,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3515,NENF,ENSG00000117691,Q9UMX5,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3516,TXNDC15,ENSG00000113621,Q96J42,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3517,TRPC6,ENSG00000137672,Q9Y210,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3518,SIGLEC9,ENSG00000129450,Q9Y336,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3519,ABCC2,ENSG00000023839,Q92887,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3520,SCRN1,ENSG00000136193,Q12765,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3521,EDEM1,ENSG00000134109,Q92611,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3522,ACTN3,ENSG00000248746,Q08043,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3523,APBB1,ENSG00000166313,O00213,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3524,CLEC4F,ENSG00000152672,Q8N1N0,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3525,HMBS,ENSG00000256269,P08397,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3526,PTHLH,ENSG00000087494,P12272,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3527,VCAN,ENSG00000038427,P13611,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3528,PHLPP2,ENSG00000040199,Q6ZVD8,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3529,CCDC51,ENSG00000164051,Q96ER9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3530,SLC7A1,ENSG00000139514,P30825,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3531,SLC29A4,ENSG00000164638,Q7RTT9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3532,MTERF4,ENSG00000122085,Q7Z6M4,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3533,YARS1,ENSG00000134684,P54577,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3534,MB,ENSG00000198125,P02144,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3535,TOMM40L,ENSG00000158882,Q969M1,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3536,INMT,ENSG00000241644,O95050,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3537,GALNS,ENSG00000141012,P34059,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3538,SOX1,ENSG00000182968,O00570,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3539,XIRP2,ENSG00000163092,A4UGR9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3540,MED31,ENSG00000108590,Q9Y3C7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3541,RNASE2,ENSG00000169385,P10153,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3542,TMEM161B,ENSG00000164180,Q8NDZ6,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3543,GLRX5,ENSG00000182512,Q86SX6,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3544,GBX2,ENSG00000168505,P52951,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3545,RASD1,ENSG00000108551,Q9Y272,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3546,FGF10,ENSG00000070193,O15520,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3547,PDE6B,ENSG00000133256,P35913,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3548,HSPG2,ENSG00000142798,P98160,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3549,AMBRA1,ENSG00000110497,Q9C0C7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3550,INPP5F,ENSG00000198825,Q9Y2H2,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3551,NELFCD,ENSG00000101158,Q8IXH7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3552,CTNNBL1,ENSG00000132792,Q8WYA6,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3553,PEG3,ENSG00000198300,Q9GZU2,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3554,APOA2,ENSG00000158874,P02652,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3555,ANXA6,ENSG00000197043,P08133,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3556,TPCN1,ENSG00000186815,Q9ULQ1,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3557,CDC42EP3,ENSG00000163171,Q9UKI2,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3558,SEC23IP,ENSG00000107651,Q9Y6Y8,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3559,MTERF2,ENSG00000120832,Q49AM1,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3560,ALOX12,ENSG00000108839,P18054,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3561,ZFP90,ENSG00000184939,Q8TF47,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3562,ELAVL3,ENSG00000196361,Q14576,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3563,ORAI1,ENSG00000276045,Q96D31,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3564,SUCO,ENSG00000094975,Q9UBS9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3565,YOD1,ENSG00000180667,Q5VVQ6,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3566,NPTXR,ENSG00000221890,O95502,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3567,LDLR,ENSG00000130164,P01130,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3568,SNAI3,ENSG00000185669,Q3KNW1,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3569,MDH2,ENSG00000146701,P40926,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3570,EMP1,ENSG00000134531,P54849,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3571,GSTZ1,ENSG00000100577,O43708,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3572,PPIA,ENSG00000196262,P62937,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3573,NFIC,ENSG00000141905,P08651,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3574,CEACAM6,ENSG00000086548,P40199,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3575,PTPN6,ENSG00000111679,P29350,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3576,PARP2,ENSG00000129484,Q9UGN5,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3577,TRA2B,ENSG00000136527,P62995,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3578,TGFB3,ENSG00000119699,P10600,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3579,RNF103,ENSG00000239305,O00237,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3580,SLC22A16,ENSG00000004809,Q86VW1,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3581,SPTA1,ENSG00000163554,P02549,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3582,ITPK1,ENSG00000100605,Q13572,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3583,CASKIN1,ENSG00000167971,Q8WXD9,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3584,ANXA3,ENSG00000138772,P12429,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3585,ANGPT2,ENSG00000091879,O15123,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3586,SYK,ENSG00000165025,P43405,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3587,SAFB,ENSG00000160633,Q15424,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3588,VSX2,ENSG00000119614,P58304,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3589,RDX,ENSG00000137710,P35241,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3590,CD69,ENSG00000110848,Q07108,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3591,HCRTR2,ENSG00000137252,O43614,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3592,RYR1,ENSG00000196218,P21817,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3593,DNER,ENSG00000187957,Q8NFT8,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3594,MRRF,ENSG00000148187,Q96E11,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3595,UBD,ENSG00000213886,O15205,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3596,WDR81,ENSG00000167716,Q562E7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3597,PSMB7,ENSG00000136930,Q99436,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3598,SIRT4,ENSG00000089163,Q9Y6E7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3599,CADPS,ENSG00000163618,Q9ULU8,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3600,ZEB1,ENSG00000148516,P37275,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3601,UBR1,ENSG00000159459,Q8IWV7,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3602,SOD3,ENSG00000109610,P08294,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3603,CAV2,ENSG00000105971,P51636,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3604,PNMT,ENSG00000141744,P11086,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3605,CFL2,ENSG00000165410,Q9Y281,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3606,SLCO1A2,ENSG00000084453,P46721,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3607,RETN,ENSG00000104918,Q9HD89,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3608,KLF9,ENSG00000119138,Q13886,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3609,SLC5A7,ENSG00000115665,Q9GZV3,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3610,ZIC1,ENSG00000152977,Q15915,uniprot_swissprot,0.0022174791281082107,MONDO_0005180
3611,KCNK1,ENSG00000135750,O00180,uniprot_swissprot,0.0021751712251358826,MONDO_0005180
3612,LIMK1,ENSG00000106683,P53667,uniprot_swissprot,0.0021636847270374376,MONDO_0005180
3613,NRN1,ENSG00000124785,Q9NPD7,uniprot_swissprot,0.0021273052660235295,MONDO_0005180
3614,SERPINB2,ENSG00000197632,P05120,uniprot_swissprot,0.0021236637852176535,MONDO_0005180
3615,DPYSL2,ENSG00000092964,Q16555,uniprot_swissprot,0.0021045519502878854,MONDO_0005180
3616,TNFAIP3,ENSG00000118503,P21580,uniprot_swissprot,0.0021045519502878854,MONDO_0005180
3617,ARRB2,ENSG00000141480,P32121,uniprot_swissprot,0.0021045519502878854,MONDO_0005180
3618,PRKCG,ENSG00000126583,P05129,uniprot_swissprot,0.0021045519502878854,MONDO_0005180
3619,NUP214,ENSG00000126883,P35658,uniprot_swissprot,0.0021045519502878854,MONDO_0005180
3620,EBF3,ENSG00000108001,Q9H4W6,uniprot_swissprot,0.0020776250811675935,MONDO_0005180
3621,TMEM255A,ENSG00000125355,Q5JRV8,uniprot_swissprot,0.002059859353826211,MONDO_0005180
3622,CDKN2C,ENSG00000123080,P42773,uniprot_swissprot,0.0020449937432433485,MONDO_0005180
3623,EPHA4,ENSG00000116106,P54764,uniprot_swissprot,0.0020199447345126053,MONDO_0005180
3624,FCER1G,ENSG00000158869,P30273,uniprot_swissprot,0.00201215698661671,MONDO_0005180
3625,PDC,ENSG00000116703,P20941,uniprot_swissprot,0.00201215698661671,MONDO_0005180
3626,NPY2R,ENSG00000185149,P49146,uniprot_swissprot,0.00201215698661671,MONDO_0005180
3627,ATP5PB,ENSG00000116459,P24539,uniprot_swissprot,0.00201215698661671,MONDO_0005180
3628,PHACTR2,ENSG00000112419,O75167,uniprot_swissprot,0.00201215698661671,MONDO_0005180
3629,CHMP2B,ENSG00000083937,Q9UQN3,uniprot_swissprot,0.00201215698661671,MONDO_0005180
3630,GRB10,ENSG00000106070,Q13322,uniprot_swissprot,0.00201215698661671,MONDO_0005180
