,Protein,ENSG,UniProt,Source,Score,disease_id
0,LRRK2,ENSG00000188906,Q5S007,uniprot_swissprot,0.8787718111926911,MONDO_0005180
1,PRKN,ENSG00000185345,O60260,uniprot_swissprot,0.856333349443666,MONDO_0005180
2,ATP13A2,ENSG00000159363,Q9NQ11,uniprot_swissprot,0.8497155251278855,MONDO_0005180
3,PINK1,ENSG00000158828,Q9BXM7,uniprot_swissprot,0.8459020045342672,MONDO_0005180
4,SNCA,ENSG00000145335,P37840,uniprot_swissprot,0.8409943099586398,MONDO_0005180
5,PARK7,ENSG00000116288,Q99497,uniprot_swissprot,0.8052482206440649,MONDO_0005180
6,FBXO7,ENSG00000100225,Q9Y3I1,uniprot_swissprot,0.776068496906086,MONDO_0005180
7,DNAJC6,ENSG00000116675,O75061,uniprot_swissprot,0.767756357875161,MONDO_0005180
8,GIGYF2,ENSG00000204120,Q6Y7W6,uniprot_swissprot,0.7513768457037178,MONDO_0005180
9,PLA2G6,ENSG00000184381,O60733,uniprot_swissprot,0.7500302138684802,MONDO_0005180
10,VPS35,ENSG00000069329,Q96QK1,uniprot_swissprot,0.7489764645803612,MONDO_0005180
11,GBA1,ENSG00000177628,P04062,uniprot_swissprot,0.7327166732031648,MONDO_0005180
12,GRIN1,ENSG00000176884,Q05586,uniprot_swissprot,0.6938727540141311,MONDO_0005180
13,VPS13C,ENSG00000129003,Q709C8,uniprot_swissprot,0.6929885378159616,MONDO_0005180
14,CHRM1,ENSG00000168539,P11229,uniprot_swissprot,0.6660492549058603,MONDO_0005180
15,MAPT,ENSG00000186868,P10636,uniprot_swissprot,0.6617432385769236,MONDO_0005180
16,PSAP,ENSG00000197746,P07602,uniprot_swissprot,0.6382584885000283,MONDO_0005180
17,ADRA2B,ENSG00000274286,P18089,uniprot_swissprot,0.6354927226536258,MONDO_0005180
18,DRD2,ENSG00000149295,P14416,uniprot_swissprot,0.6293026389316807,MONDO_0005180
19,EIF4G1,ENSG00000114867,Q04637,uniprot_swissprot,0.6238382306248662,MONDO_0005180
20,DDC,ENSG00000132437,P20711,uniprot_swissprot,0.6214915119475024,MONDO_0005180
21,DRD3,ENSG00000151577,P35462,uniprot_swissprot,0.6114458116924927,MONDO_0005180
22,GRIN2A,ENSG00000183454,Q12879,uniprot_swissprot,0.6098387441305997,MONDO_0005180
23,MAOB,ENSG00000069535,P27338,uniprot_swissprot,0.6098078594994478,MONDO_0005180
24,DRD4,ENSG00000069696,P21917,uniprot_swissprot,0.6088069980990211,MONDO_0005180
25,GRIN2B,ENSG00000273079,Q13224,uniprot_swissprot,0.6085823642993633,MONDO_0005180
26,GRIN2D,ENSG00000105464,O15399,uniprot_swissprot,0.6081613963232533,MONDO_0005180
27,ACHE,ENSG00000087085,P22303,uniprot_swissprot,0.6069537773025454,MONDO_0005180
28,GRIN2C,ENSG00000161509,Q14957,uniprot_swissprot,0.6069342372140939,MONDO_0005180
29,COMT,ENSG00000093010,P21964,uniprot_swissprot,0.6056904733887105,MONDO_0005180
30,GRIN3A,ENSG00000198785,Q8TCU5,uniprot_swissprot,0.6045832986940163,MONDO_0005180
31,GRIN3B,ENSG00000116032,O60391,uniprot_swissprot,0.6045832986940163,MONDO_0005180
32,SCN2A,ENSG00000136531,Q99250,uniprot_swissprot,0.5909568556304415,MONDO_0005180
33,DRD1,ENSG00000184845,P21728,uniprot_swissprot,0.5877396608701252,MONDO_0005180
34,BCHE,ENSG00000114200,P06276,uniprot_swissprot,0.5827881186677143,MONDO_0005180
35,HTR2A,ENSG00000102468,P28223,uniprot_swissprot,0.5780817554911415,MONDO_0005180
36,ADORA2A,ENSG00000128271,P29274,uniprot_swissprot,0.5731685066422536,MONDO_0005180
37,CHCHD2,ENSG00000106153,Q9Y6H1,uniprot_swissprot,0.5715267081776216,MONDO_0005180
38,CHRM3,ENSG00000133019,P20309,uniprot_swissprot,0.5671478963622137,MONDO_0005180
39,BRCA2,ENSG00000139618,P51587,uniprot_swissprot,0.5665098575332522,MONDO_0005180
40,CHRM2,ENSG00000181072,P08172,uniprot_swissprot,0.5651511848230546,MONDO_0005180
41,ADRB1,ENSG00000043591,P08588,uniprot_swissprot,0.5648852324366372,MONDO_0005180
42,ADRB3,ENSG00000188778,P13945,uniprot_swissprot,0.563054156126727,MONDO_0005180
43,DNAJC13,ENSG00000138246,O75165,uniprot_swissprot,0.5621500268788904,MONDO_0005180
44,NDUFV2,ENSG00000178127,P19404,uniprot_swissprot,0.5613907685926302,MONDO_0005180
45,SLC6A2,ENSG00000103546,P23975,uniprot_swissprot,0.5607389849282504,MONDO_0005180
46,GABRP,ENSG00000094755,O00591,uniprot_swissprot,0.557551958848297,MONDO_0005180
47,ADRA2C,ENSG00000184160,P18825,uniprot_swissprot,0.5556872075704039,MONDO_0005180
48,ADRA2A,ENSG00000150594,P08913,uniprot_swissprot,0.5547632579336922,MONDO_0005180
49,NDUFA8,ENSG00000119421,P51970,uniprot_swissprot,0.5447812380193996,MONDO_0005180
50,NDUFS5,ENSG00000168653,O43920,uniprot_swissprot,0.5443903182839638,MONDO_0005180
51,HTR2C,ENSG00000147246,P28335,uniprot_swissprot,0.5440058723171108,MONDO_0005180
52,NDUFS1,ENSG00000023228,P28331,uniprot_swissprot,0.5402937599130234,MONDO_0005180
53,TMEM175,ENSG00000127419,Q9BSA9,uniprot_swissprot,0.5379091285967508,MONDO_0005180
54,SCN3A,ENSG00000153253,Q9NY46,uniprot_swissprot,0.5344572238020933,MONDO_0005180
55,SCN8A,ENSG00000196876,Q9UQD0,uniprot_swissprot,0.5335847557448262,MONDO_0005180
56,NDUFS2,ENSG00000158864,O75306,uniprot_swissprot,0.5276162677427232,MONDO_0005180
57,AXL,ENSG00000167601,P30530,uniprot_swissprot,0.5271543321723543,MONDO_0005180
58,CDKN1A,ENSG00000124762,P38936,uniprot_swissprot,0.5268771472813407,MONDO_0005180
59,PLK1,ENSG00000166851,P53350,uniprot_swissprot,0.5267847523176696,MONDO_0005180
60,SCN1A,ENSG00000144285,P35498,uniprot_swissprot,0.5262758063752124,MONDO_0005180
61,CDK4,ENSG00000135446,P11802,uniprot_swissprot,0.5261379875719714,MONDO_0005180
62,AURKB,ENSG00000178999,Q96GD4,uniprot_swissprot,0.5261379875719714,MONDO_0005180
63,LSM6,ENSG00000164167,P62312,uniprot_swissprot,0.5261379875719714,MONDO_0005180
64,GSK3B,ENSG00000082701,P49841,uniprot_swissprot,0.5244313068913028,MONDO_0005180
65,RIOK2,ENSG00000058729,Q9BVS4,uniprot_swissprot,0.5244154453403582,MONDO_0005180
66,CDKN1C,ENSG00000129757,P49918,uniprot_swissprot,0.5238109398045453,MONDO_0005180
67,SMPD1,ENSG00000166311,P17405,uniprot_swissprot,0.5211393414379609,MONDO_0005180
68,ATM,ENSG00000149311,Q13315,uniprot_swissprot,0.5207382943666825,MONDO_0005180
69,NDUFA9,ENSG00000139180,Q16795,uniprot_swissprot,0.519568922571362,MONDO_0005180
70,CAMLG,ENSG00000164615,P49069,uniprot_swissprot,0.5178967290896873,MONDO_0005180
71,ATP6V1B2,ENSG00000147416,P21281,uniprot_swissprot,0.5174172760263839,MONDO_0005180
72,HMGCR,ENSG00000113161,P04035,uniprot_swissprot,0.5164073484230975,MONDO_0005180
73,NDUFAB1,ENSG00000004779,O14561,uniprot_swissprot,0.5135805154363116,MONDO_0005180
74,NDUFB7,ENSG00000099795,P17568,uniprot_swissprot,0.5130737781481098,MONDO_0005180
75,SLC6A3,ENSG00000142319,Q01959,uniprot_swissprot,0.5130168399330913,MONDO_0005180
76,CDK1,ENSG00000170312,P06493,uniprot_swissprot,0.5127231666828251,MONDO_0005180
77,SCN5A,ENSG00000183873,Q14524,uniprot_swissprot,0.5125661940193831,MONDO_0005180
78,SCN9A,ENSG00000169432,Q15858,uniprot_swissprot,0.5121966141646983,MONDO_0005180
79,BRCA1,ENSG00000012048,P38398,uniprot_swissprot,0.5120877343177564,MONDO_0005180
80,SCN7A,ENSG00000136546,Q01118,uniprot_swissprot,0.512011824237356,MONDO_0005180
81,SCN4A,ENSG00000007314,P35499,uniprot_swissprot,0.5116422443826714,MONDO_0005180
82,SCN10A,ENSG00000185313,Q9Y5Y9,uniprot_swissprot,0.5116422443826714,MONDO_0005180
83,SCN11A,ENSG00000168356,Q9UI33,uniprot_swissprot,0.5116422443826714,MONDO_0005180
84,MTNR1B,ENSG00000134640,P49286,uniprot_swissprot,0.5105232387115427,MONDO_0005180
85,MTNR1A,ENSG00000168412,P48039,uniprot_swissprot,0.5076589948377362,MONDO_0005180
86,UQCRC1,ENSG00000010256,P31930,uniprot_swissprot,0.5069994375833224,MONDO_0005180
87,CDC25B,ENSG00000101224,P30305,uniprot_swissprot,0.5049953710005523,MONDO_0005180
88,AKAP11,ENSG00000023516,Q9UKA4,uniprot_swissprot,0.5030534368197492,MONDO_0005180
89,MTMR3,ENSG00000100330,Q13615,uniprot_swissprot,0.5030392466541774,MONDO_0005180
90,TARS2,ENSG00000143374,Q9BW92,uniprot_swissprot,0.5030392466541774,MONDO_0005180
91,DDX39B,ENSG00000198563,Q13838,uniprot_swissprot,0.5030392466541774,MONDO_0005180
92,MASTL,ENSG00000120539,Q96GX5,uniprot_swissprot,0.5030392466541774,MONDO_0005180
93,NR1H2,ENSG00000131408,P55055,uniprot_swissprot,0.5026349523565199,MONDO_0005180
94,ATP6V1C1,ENSG00000155097,P21283,uniprot_swissprot,0.5014761923729811,MONDO_0005180
95,CDK12,ENSG00000167258,Q9NYV4,uniprot_swissprot,0.5012604633931973,MONDO_0005180
96,RIT2,ENSG00000152214,Q99578,uniprot_swissprot,0.5001194052553681,MONDO_0005180
97,PI4KB,ENSG00000143393,Q9UBF8,uniprot_swissprot,0.499342162977125,MONDO_0005180
98,PIKFYVE,ENSG00000115020,Q9Y2I7,uniprot_swissprot,0.4990472529180089,MONDO_0005180
99,CDKN2A,ENSG00000147889,P42771,uniprot_swissprot,0.49903928850318474,MONDO_0005180
100,CDKN2A,ENSG00000147889,Q8N726,uniprot_swissprot,0.49903928850318474,MONDO_0005180
101,AURKA,ENSG00000087586,O14965,uniprot_swissprot,0.4985026490371032,MONDO_0005180
102,ATP6V1A,ENSG00000114573,P38606,uniprot_swissprot,0.4980865060822472,MONDO_0005180
103,MTMR6,ENSG00000139505,Q9Y217,uniprot_swissprot,0.4976720718834108,MONDO_0005180
104,CDKN2B,ENSG00000147883,P42772,uniprot_swissprot,0.4968762240142257,MONDO_0005180
105,GABRB1,ENSG00000163288,P18505,uniprot_swissprot,0.4962430837708087,MONDO_0005180
106,CSNK1A1,ENSG00000113712,P48729,uniprot_swissprot,0.49624077041144043,MONDO_0005180
107,HTRA2,ENSG00000115317,O43464,uniprot_swissprot,0.4962167487872242,MONDO_0005180
108,DRD5,ENSG00000169676,P21918,uniprot_swissprot,0.49542402986392303,MONDO_0005180
109,UCHL1,ENSG00000154277,P09936,uniprot_swissprot,0.495388739962337,MONDO_0005180
110,GBF1,ENSG00000107862,Q92538,uniprot_swissprot,0.4887429231470696,MONDO_0005180
111,CHRNA4,ENSG00000101204,P43681,uniprot_swissprot,0.4878861758552601,MONDO_0005180
112,NR4A2,ENSG00000153234,P43354,uniprot_swissprot,0.4877169321803516,MONDO_0005180
113,KAT8,ENSG00000103510,Q9H7Z6,uniprot_swissprot,0.4866953781858503,MONDO_0005180
114,NDUFB9,ENSG00000147684,Q9Y6M9,uniprot_swissprot,0.4859819366441566,MONDO_0005180
115,BST1,ENSG00000109743,Q10588,uniprot_swissprot,0.48489294464734645,MONDO_0005180
116,NDUFC2,ENSG00000151366,O95298,uniprot_swissprot,0.4838016221272574,MONDO_0005180
117,CHRNB2,ENSG00000160716,P17787,uniprot_swissprot,0.4829370101257098,MONDO_0005180
118,KIF1A,ENSG00000130294,Q12756,uniprot_swissprot,0.4821035446859868,MONDO_0005180
119,NDUFS8,ENSG00000110717,O00217,uniprot_swissprot,0.4809055198013937,MONDO_0005180
120,NDUFA6,ENSG00000184983,P56556,uniprot_swissprot,0.4808644553730954,MONDO_0005180
121,SH3GL2,ENSG00000107295,Q99962,uniprot_swissprot,0.480239542257315,MONDO_0005180
122,NDUFA5,ENSG00000128609,Q16718,uniprot_swissprot,0.47988016711942166,MONDO_0005180
123,WDHD1,ENSG00000198554,O75717,uniprot_swissprot,0.4767426541207259,MONDO_0005180
124,COL4A5,ENSG00000188153,P29400,uniprot_swissprot,0.47431039161097255,MONDO_0005180
125,SNAP25,ENSG00000132639,P60880,uniprot_swissprot,0.47328022048353974,MONDO_0005180
126,SV2A,ENSG00000159164,Q7L0J3,uniprot_swissprot,0.4732294656998521,MONDO_0005180
127,CACNA1B,ENSG00000148408,Q00975,uniprot_swissprot,0.472192161421848,MONDO_0005180
128,AVPR1A,ENSG00000166148,P37288,uniprot_swissprot,0.4719996719141998,MONDO_0005180
129,FCF1,ENSG00000119616,Q9Y324,uniprot_swissprot,0.4704945085987653,MONDO_0005180
130,PACRG,ENSG00000112530,Q96M98,uniprot_swissprot,0.46951138021603067,MONDO_0005180
131,GABRA4,ENSG00000109158,P48169,uniprot_swissprot,0.4679623885466523,MONDO_0005180
132,NDUFC1,ENSG00000109390,O43677,uniprot_swissprot,0.4674008198195308,MONDO_0005180
133,MTOR,ENSG00000198793,P42345,uniprot_swissprot,0.4672254314940757,MONDO_0005180
134,TP53,ENSG00000141510,P04637,uniprot_swissprot,0.4666969049413105,MONDO_0005180
135,NEU1,ENSG00000204386,Q99519,uniprot_swissprot,0.4666796492713678,MONDO_0005180
136,SCD,ENSG00000099194,O00767,uniprot_swissprot,0.4655410586314431,MONDO_0005180
137,AVPR2,ENSG00000126895,P30518,uniprot_swissprot,0.4646307398791948,MONDO_0005180
138,XPO1,ENSG00000082898,O14980,uniprot_swissprot,0.4640537050384787,MONDO_0005180
139,SNX3,ENSG00000112335,O60493,uniprot_swissprot,0.46391511259297197,MONDO_0005180
140,PTPN1,ENSG00000196396,P18031,uniprot_swissprot,0.46347751977891816,MONDO_0005180
141,DSTYK,ENSG00000133059,Q6XUX3,uniprot_swissprot,0.462898767992589,MONDO_0005180
142,COPZ1,ENSG00000111481,P61923,uniprot_swissprot,0.46271397806524667,MONDO_0005180
143,PAF1,ENSG00000006712,Q8N7H5,uniprot_swissprot,0.4624426733420262,MONDO_0005180
144,CLTC,ENSG00000141367,Q00610,uniprot_swissprot,0.46243679317423314,MONDO_0005180
145,AP2M1,ENSG00000161203,Q96CW1,uniprot_swissprot,0.4623443982105619,MONDO_0005180
146,GM2A,ENSG00000196743,P17900,uniprot_swissprot,0.4623443982105619,MONDO_0005180
147,PXK,ENSG00000168297,Q7Z7A4,uniprot_swissprot,0.4619748183558772,MONDO_0005180
148,HRH1,ENSG00000196639,P35367,uniprot_swissprot,0.4619748183558772,MONDO_0005180
149,BMP2K,ENSG00000138756,Q9NSY1,uniprot_swissprot,0.4619748183558772,MONDO_0005180
150,NAGPA,ENSG00000103174,Q9UK23,uniprot_swissprot,0.4619748183558772,MONDO_0005180
151,SNRPD3,ENSG00000100028,P62318,uniprot_swissprot,0.4619748183558772,MONDO_0005180
152,SF3B1,ENSG00000115524,O75533,uniprot_swissprot,0.4619748183558772,MONDO_0005180
153,COPB1,ENSG00000129083,P53618,uniprot_swissprot,0.4619748183558772,MONDO_0005180
154,KIF18B,ENSG00000186185,Q86Y91,uniprot_swissprot,0.4619748183558772,MONDO_0005180
155,BMS1,ENSG00000165733,Q14692,uniprot_swissprot,0.4619748183558772,MONDO_0005180
156,NUP93,ENSG00000102900,Q8N1F7,uniprot_swissprot,0.4619748183558772,MONDO_0005180
157,MTMR14,ENSG00000163719,Q8NCE2,uniprot_swissprot,0.4619748183558772,MONDO_0005180
158,LTV1,ENSG00000135521,Q96GA3,uniprot_swissprot,0.4619748183558772,MONDO_0005180
159,HSD17B12,ENSG00000149084,Q53GQ0,uniprot_swissprot,0.4619748183558772,MONDO_0005180
160,MED1,ENSG00000125686,Q15648,uniprot_swissprot,0.4619748183558772,MONDO_0005180
161,COPA,ENSG00000122218,P53621,uniprot_swissprot,0.4619748183558772,MONDO_0005180
162,SEC13,ENSG00000157020,P55735,uniprot_swissprot,0.4619748183558772,MONDO_0005180
163,SUPT6H,ENSG00000109111,Q7KZ85,uniprot_swissprot,0.4619748183558772,MONDO_0005180
164,TGFBR2,ENSG00000163513,P37173,uniprot_swissprot,0.4619748183558772,MONDO_0005180
165,IMP3,ENSG00000177971,Q9NV31,uniprot_swissprot,0.4619748183558772,MONDO_0005180
166,AVPR1B,ENSG00000198049,P47901,uniprot_swissprot,0.4619748183558772,MONDO_0005180
167,NUP205,ENSG00000155561,Q92621,uniprot_swissprot,0.4619748183558772,MONDO_0005180
168,DHX37,ENSG00000150990,Q8IY37,uniprot_swissprot,0.4619748183558772,MONDO_0005180
169,PPAN,ENSG00000130810,Q9NQ55,uniprot_swissprot,0.4619748183558772,MONDO_0005180
170,NOP16,ENSG00000048162,Q9Y3C1,uniprot_swissprot,0.4619748183558772,MONDO_0005180
171,TNPO3,ENSG00000064419,Q9Y5L0,uniprot_swissprot,0.4619748183558772,MONDO_0005180
172,PPP1R10,ENSG00000204569,Q96QC0,uniprot_swissprot,0.4619748183558772,MONDO_0005180
173,MCM10,ENSG00000065328,Q7L590,uniprot_swissprot,0.4619748183558772,MONDO_0005180
174,MDN1,ENSG00000112159,Q9NU22,uniprot_swissprot,0.4619748183558772,MONDO_0005180
175,SON,ENSG00000159140,P18583,uniprot_swissprot,0.4619748183558772,MONDO_0005180
176,COPG1,ENSG00000181789,Q9Y678,uniprot_swissprot,0.4619748183558772,MONDO_0005180
177,HEATR1,ENSG00000119285,Q9H583,uniprot_swissprot,0.4619748183558772,MONDO_0005180
178,PPP1R15B,ENSG00000158615,Q5SWA1,uniprot_swissprot,0.4619748183558772,MONDO_0005180
179,PLRG1,ENSG00000171566,O43660,uniprot_swissprot,0.4619748183558772,MONDO_0005180
180,ZNF207,ENSG00000010244,O43670,uniprot_swissprot,0.4619748183558772,MONDO_0005180
181,FADS2,ENSG00000134824,O95864,uniprot_swissprot,0.4619748183558772,MONDO_0005180
182,SNRPE,ENSG00000182004,P62304,uniprot_swissprot,0.4619748183558772,MONDO_0005180
183,COPB2,ENSG00000184432,P35606,uniprot_swissprot,0.4619748183558772,MONDO_0005180
184,RRP15,ENSG00000067533,Q9Y3B9,uniprot_swissprot,0.46188830355999916,MONDO_0005180
185,NDUFV1,ENSG00000167792,P49821,uniprot_swissprot,0.46165935386540174,MONDO_0005180
186,PIK3CB,ENSG00000051382,P42338,uniprot_swissprot,0.46139472858132263,MONDO_0005180
187,AP2S1,ENSG00000042753,P53680,uniprot_swissprot,0.46041117282038735,MONDO_0005180
188,ACACA,ENSG00000278540,Q13085,uniprot_swissprot,0.459921094358024,MONDO_0005180
189,NOC4L,ENSG00000184967,Q9BVI4,uniprot_swissprot,0.4594322460947265,MONDO_0005180
190,PPT1,ENSG00000131238,P50897,uniprot_swissprot,0.45908139090576144,MONDO_0005180
191,B4GALT2,ENSG00000117411,O60909,uniprot_swissprot,0.4579725560186721,MONDO_0005180
192,ELMO2,ENSG00000062598,Q96JJ3,uniprot_swissprot,0.45604266554808764,MONDO_0005180
193,NDUFB4,ENSG00000065518,O95168,uniprot_swissprot,0.45545293047442675,MONDO_0005180
194,SCARB1,ENSG00000073060,Q8WTV0,uniprot_swissprot,0.45516797379154017,MONDO_0005180
195,RSL24D1,ENSG00000137876,Q9UHA3,uniprot_swissprot,0.4546073984531161,MONDO_0005180
196,TGFBR1,ENSG00000106799,P36897,uniprot_swissprot,0.45413130821188513,MONDO_0005180
197,PTPN12,ENSG00000127947,Q05209,uniprot_swissprot,0.4522385494312291,MONDO_0005180
198,PODXL,ENSG00000128567,O00592,uniprot_swissprot,0.45213963636356713,MONDO_0005180
199,PIK3R1,ENSG00000145675,P27986,uniprot_swissprot,0.4520600052251771,MONDO_0005180
200,LAMTOR3,ENSG00000109270,Q9UHA4,uniprot_swissprot,0.451993023774034,MONDO_0005180
201,GABRA3,ENSG00000011677,P34903,uniprot_swissprot,0.45165920287231975,MONDO_0005180
202,DIMT1,ENSG00000086189,Q9UNQ2,uniprot_swissprot,0.4512991540879212,MONDO_0005180
203,BLOC1S5,ENSG00000188428,Q8TDH9,uniprot_swissprot,0.4512991540879212,MONDO_0005180
204,AP3B1,ENSG00000132842,O00203,uniprot_swissprot,0.4512991540879212,MONDO_0005180
205,DHX15,ENSG00000109606,O43143,uniprot_swissprot,0.4512991540879212,MONDO_0005180
206,RAB7A,ENSG00000075785,P51149,uniprot_swissprot,0.4512931268873902,MONDO_0005180
207,SBF1,ENSG00000100241,O95248,uniprot_swissprot,0.45036441949062855,MONDO_0005180
208,ATP1A1,ENSG00000163399,P05023,uniprot_swissprot,0.44758780934765474,MONDO_0005180
209,IGSF9B,ENSG00000080854,Q9UPX0,uniprot_swissprot,0.447216717318418,MONDO_0005180
210,SMG8,ENSG00000167447,Q8ND04,uniprot_swissprot,0.4471290296464374,MONDO_0005180
211,ITPKB,ENSG00000143772,P27987,uniprot_swissprot,0.44700922636460916,MONDO_0005180
212,STK39,ENSG00000198648,Q9UEW8,uniprot_swissprot,0.4462321357131719,MONDO_0005180
213,IPO7,ENSG00000205339,O95373,uniprot_swissprot,0.44544164365021677,MONDO_0005180
214,WRAP53,ENSG00000141499,Q9BUR4,uniprot_swissprot,0.443500770651178,MONDO_0005180
215,SNRPD2,ENSG00000125743,P62316,uniprot_swissprot,0.4430524239448081,MONDO_0005180
216,PTDSS1,ENSG00000156471,P48651,uniprot_swissprot,0.4421591550293404,MONDO_0005180
217,TAOK1,ENSG00000160551,Q7L7X3,uniprot_swissprot,0.4417929730107979,MONDO_0005180
218,CLK2,ENSG00000176444,P49760,uniprot_swissprot,0.44075630946181343,MONDO_0005180
219,NRIP1,ENSG00000180530,P48552,uniprot_swissprot,0.4389863582133693,MONDO_0005180
220,LRP1,ENSG00000123384,Q07954,uniprot_swissprot,0.4364183653043914,MONDO_0005180
221,MTMR9,ENSG00000104643,Q96QG7,uniprot_swissprot,0.4348423720158426,MONDO_0005180
222,SQLE,ENSG00000104549,Q14534,uniprot_swissprot,0.43475199896113503,MONDO_0005180
223,TRAPPC5,ENSG00000181029,Q8IUR0,uniprot_swissprot,0.4347519297404281,MONDO_0005180
224,MT-ND1,ENSG00000198888,P03886,uniprot_swissprot,0.4347468210369765,MONDO_0005180
225,SKP2,ENSG00000145604,Q13309,uniprot_swissprot,0.4339442590379273,MONDO_0005180
226,GGPS1,ENSG00000152904,O95749,uniprot_swissprot,0.43179796129608056,MONDO_0005180
227,BTF3,ENSG00000145741,P20290,uniprot_swissprot,0.4275241302723829,MONDO_0005180
228,NISCH,ENSG00000010322,Q9Y2I1,uniprot_swissprot,0.4270495361060357,MONDO_0005180
229,SLC18A2,ENSG00000165646,Q05940,uniprot_swissprot,0.42613302552051574,MONDO_0005180
230,TMEM163,ENSG00000152128,Q8TC26,uniprot_swissprot,0.4259952014967247,MONDO_0005180
231,MTMR12,ENSG00000150712,Q9C0I1,uniprot_swissprot,0.4253095044537733,MONDO_0005180
232,NUP160,ENSG00000030066,Q12769,uniprot_swissprot,0.4240722022491339,MONDO_0005180
233,PAPOLA,ENSG00000090060,P51003,uniprot_swissprot,0.4238803911593987,MONDO_0005180
234,TFCP2L1,ENSG00000115112,Q9NZI6,uniprot_swissprot,0.42366492363460645,MONDO_0005180
235,SNRK,ENSG00000163788,Q9NRH2,uniprot_swissprot,0.4234983394351971,MONDO_0005180
236,RANBP3,ENSG00000031823,Q9H6Z4,uniprot_swissprot,0.4224839941923149,MONDO_0005180
237,CALR,ENSG00000179218,P27797,uniprot_swissprot,0.4211420253068438,MONDO_0005180
238,RIPK1,ENSG00000137275,Q13546,uniprot_swissprot,0.42100573549508297,MONDO_0005180
239,GABRG2,ENSG00000113327,P18507,uniprot_swissprot,0.41990187314385036,MONDO_0005180
240,TTN,ENSG00000155657,Q8WZ42,uniprot_swissprot,0.4186207428726941,MONDO_0005180
241,RFC1,ENSG00000035928,P35251,uniprot_swissprot,0.418446524359679,MONDO_0005180
242,AP3D1,ENSG00000065000,O14617,uniprot_swissprot,0.4174836045082134,MONDO_0005180
243,TBC1D24,ENSG00000162065,Q9ULP9,uniprot_swissprot,0.41651649622965886,MONDO_0005180
244,GABRA1,ENSG00000022355,P14867,uniprot_swissprot,0.4145938315242602,MONDO_0005180
245,PIP5K1A,ENSG00000143398,Q99755,uniprot_swissprot,0.4138555996493766,MONDO_0005180
246,SLC2A13,ENSG00000151229,Q96QE2,uniprot_swissprot,0.4130027225217957,MONDO_0005180
247,VPS28,ENSG00000160948,Q9UK41,uniprot_swissprot,0.4104109009779012,MONDO_0005180
248,ADRA1B,ENSG00000170214,P35368,uniprot_swissprot,0.41040610929887184,MONDO_0005180
249,CLK3,ENSG00000179335,P49761,uniprot_swissprot,0.4099922479076303,MONDO_0005180
250,PANK1,ENSG00000152782,Q8TE04,uniprot_swissprot,0.40996403361534994,MONDO_0005180
251,GABRB3,ENSG00000166206,P28472,uniprot_swissprot,0.4086714872775199,MONDO_0005180
252,GCH1,ENSG00000131979,P30793,uniprot_swissprot,0.40860971929365275,MONDO_0005180
253,MMP25,ENSG00000008516,Q9NPA2,uniprot_swissprot,0.40829225226449023,MONDO_0005180
254,EEF2,ENSG00000167658,P13639,uniprot_swissprot,0.40763960434938407,MONDO_0005180
255,SNCAIP,ENSG00000064692,Q9Y6H5,uniprot_swissprot,0.4075460333933456,MONDO_0005180
256,RXRG,ENSG00000143171,P48443,uniprot_swissprot,0.4073348764834027,MONDO_0005180
257,VDR,ENSG00000111424,P11473,uniprot_swissprot,0.40683023589068823,MONDO_0005180
258,ADRB2,ENSG00000169252,P07550,uniprot_swissprot,0.40366318490897035,MONDO_0005180
259,SIPA1L2,ENSG00000116991,Q9P2F8,uniprot_swissprot,0.4027803766933882,MONDO_0005180
260,ING3,ENSG00000071243,Q9NXR8,uniprot_swissprot,0.402255164135787,MONDO_0005180
261,GABRG3,ENSG00000182256,Q99928,uniprot_swissprot,0.4010865372965726,MONDO_0005180
262,GABRG1,ENSG00000163285,Q8N1C3,uniprot_swissprot,0.4010865372965726,MONDO_0005180
263,GABRA5,ENSG00000186297,P31644,uniprot_swissprot,0.4010865372965726,MONDO_0005180
264,GABRA2,ENSG00000151834,P47869,uniprot_swissprot,0.4010865372965726,MONDO_0005180
265,HTR1A,ENSG00000178394,P08908,uniprot_swissprot,0.39995429343679206,MONDO_0005180
266,GABRD,ENSG00000187730,O14764,uniprot_swissprot,0.39955175428892364,MONDO_0005180
267,NDUFAF2,ENSG00000164182,Q8N183,uniprot_swissprot,0.39939602665670093,MONDO_0005180
268,ADRA1D,ENSG00000171873,P25100,uniprot_swissprot,0.3991359769524033,MONDO_0005180
269,ADRA1A,ENSG00000120907,P35348,uniprot_swissprot,0.39858160717037633,MONDO_0005180
270,EPM2A,ENSG00000112425,O95278,uniprot_swissprot,0.39834606167660414,MONDO_0005180
271,MT-ND5,ENSG00000198786,P03915,uniprot_swissprot,0.3983250557578334,MONDO_0005180
272,GPNMB,ENSG00000136235,Q14956,uniprot_swissprot,0.39796063368823975,MONDO_0005180
273,GPR65,ENSG00000140030,Q8IYL9,uniprot_swissprot,0.3978526341033044,MONDO_0005180
274,MTMR10,ENSG00000166912,Q9NXD2,uniprot_swissprot,0.39713959239432517,MONDO_0005180
275,QPCT,ENSG00000115828,Q16769,uniprot_swissprot,0.396492679168153,MONDO_0005180
276,GABRA6,ENSG00000145863,Q16445,uniprot_swissprot,0.39627173307859687,MONDO_0005180
277,GABRB2,ENSG00000145864,P47870,uniprot_swissprot,0.39627173307859687,MONDO_0005180
